Cluster Size, Frequency
291, 287
292, 282
293, 250
294, 256
295, 280
296, 260
297, 268
298, 277
299, 279
300, 250
301, 243
302, 229
303, 242
304, 233
305, 240
306, 248
307, 236
308, 222
309, 265
310, 247
311, 233
312, 245
313, 233
314, 220
315, 230
316, 236
317, 212
318, 203
319, 237
320, 216
321, 229
322, 213
323, 227
324, 212
325, 226
326, 219
327, 210
328, 205
329, 184
330, 210
331, 249
332, 203
333, 189
334, 203
335, 209
336, 200
337, 195
338, 194
339, 201
340, 204
341, 181
342, 199
343, 195
344, 200
345, 190
346, 181
347, 180
348, 161
349, 171
350, 182
351, 178
352, 177
353, 191
354, 183
355, 195
356, 168
357, 170
358, 175
359, 191
360, 184
361, 174
362, 156
363, 158
364, 169
365, 165
366, 179
367, 168
368, 162
369, 168
370, 142
371, 154
372, 156
373, 144
374, 145
375, 158
376, 154
377, 135
378, 159
379, 142
380, 145
381, 138
382, 161
383, 138
384, 148
385, 152
386, 159
387, 124
388, 129
389, 126
390, 145
391, 125
392, 135
393, 137
394, 152
395, 140
396, 118
397, 123
398, 125
399, 130
400, 145
401, 136
402, 122
403, 148
404, 120
405, 140
406, 121
407, 135
408, 144
409, 136
410, 109
411, 126
412, 117
413, 118
414, 124
415, 103
416, 118
417, 126
418, 108
419, 104
420, 112
421, 102
422, 119
423, 114
424, 106
425, 106
426, 98
427, 100
428, 107
429, 105
430, 135
431, 116
432, 102
433, 93
434, 107
435, 118
436, 129
437, 98
438, 94
439, 124
440, 84
441, 94
442, 107
443, 113
444, 103
445, 104
446, 94
447, 97
448, 100
449, 95
450, 88
451, 78
452, 100
453, 105
454, 93
455, 87
456, 90
457, 88
458, 102
459, 85
460, 103
461, 93
462, 95
463, 95
464, 113
465, 86
466, 97
467, 123
468, 91
469, 90
470, 92
471, 88
472, 91
473, 104
474, 93
475, 84
476, 97
477, 90
478, 66
479, 86
480, 100
481, 88
482, 78
483, 94
484, 79
485, 90
486, 88
487, 76
488, 65
489, 75
490, 87
491, 78
492, 77
493, 90
494, 73
495, 75
496, 69
497, 73
498, 58
499, 82
500, 78
501, 73
502, 83
503, 89
504, 77
505, 68
506, 82
507, 80
508, 74
509, 74
510, 77
511, 69
512, 54
513, 82
514, 71
515, 71
516, 64
517, 74
518, 69
519, 61
520, 62
521, 74
522, 84
523, 69
524, 68
525, 62
526, 64
527, 63
528, 64
529, 76
530, 60
531, 71
532, 69
533, 62
534, 59
535, 64
536, 48
537, 57
538, 72
539, 66
540, 68
541, 56
542, 87
543, 45
544, 63
545, 64
546, 72
547, 53
548, 51
549, 61
550, 57
551, 60
552, 68
553, 59
554, 69
555, 61
556, 57
557, 63
558, 58
559, 37
560, 53
561, 40
562, 59
563, 47
564, 48
565, 51
566, 48
567, 44
568, 57
569, 51
570, 49
571, 59
572, 63
573, 61
574, 47
575, 50
576, 54
577, 59
578, 57
579, 49
580, 52
581, 53
582, 45
583, 49
584, 53
585, 50
586, 47
587, 48
588, 53
589, 44
590, 49
591, 54
592, 57
593, 58
594, 47
595, 46
596, 59
597, 59
598, 46
599, 56
600, 54
601, 56
602, 58
603, 52
604, 35
605, 41
606, 44
607, 50
608, 55
609, 57
610, 49
611, 36
612, 51
613, 37
614, 41
615, 54
616, 46
617, 38
618, 28
619, 41
620, 49
621, 34
622, 48
623, 44
624, 44
625, 38
626, 36
627, 58
628, 43
629, 34
630, 45
631, 47
632, 36
633, 30
634, 43
635, 44
636, 43
637, 43
638, 24
639, 37
640, 45
641, 49
642, 41
643, 29
644, 40
645, 34
646, 51
647, 46
648, 33
649, 42
650, 45
651, 32
652, 28
653, 32
654, 32
655, 44
656, 50
657, 36
658, 39
659, 43
660, 27
661, 27
662, 41
663, 46
664, 38
665, 42
666, 43
667, 38
668, 32
669, 37
670, 33
671, 33
672, 31
673, 34
674, 31
675, 40
676, 26
677, 37
678, 45
679, 35
680, 38
681, 41
682, 29
683, 31
684, 21
685, 31
686, 30
687, 27
688, 42
689, 28
690, 35
691, 49
692, 30
693, 28
694, 27
695, 44
696, 29
697, 33
698, 33
699, 29
700, 25
701, 30
702, 36
703, 46
704, 29
705, 31
706, 31
707, 42
708, 29
709, 22
710, 24
711, 25
712, 35
713, 35
714, 19
715, 27
716, 30
717, 34
718, 31
719, 29
720, 35
721, 36
722, 37
723, 23
724, 31
725, 35
726, 32
727, 33
728, 23
729, 34
730, 22
731, 31
732, 29
733, 31
734, 28
735, 25
736, 25
737, 24
738, 22
739, 22
740, 32
741, 19
742, 23
743, 31
744, 36
745, 28
746, 33
747, 24
748, 36
749, 23
750, 31
751, 25
752, 24
753, 30
754, 22
755, 29
756, 29
757, 22
758, 21
759, 37
760, 18
761, 16
762, 32
763, 30
764, 20
765, 21
766, 21
767, 23
768, 22
769, 22
770, 28
771, 21
772, 20
773, 26
774, 20
775, 19
776, 18
777, 26
778, 37
779, 27
780, 26
781, 23
782, 27
783, 18
784, 26
785, 24
786, 22
787, 27
788, 19
789, 28
790, 22
791, 18
792, 18
793, 25
794, 24
795, 16
796, 20
797, 17
798, 24
799, 24
800, 28
801, 27
802, 27
803, 29
804, 21
805, 17
806, 23
807, 16
808, 27
809, 18
810, 24
811, 18
812, 21
813, 19
814, 15
815, 20
816, 16
817, 23
818, 21
819, 24
820, 23
821, 13
822, 26
823, 14
824, 17
825, 21
826, 24
827, 23
828, 11
829, 12
830, 25
831, 17
832, 26
833, 24
834, 24
835, 19
836, 21
837, 23
838, 22
839, 17
840, 27
841, 19
842, 10
843, 22
844, 27
845, 25
846, 15
847, 22
848, 24
849, 19
850, 15
851, 18
852, 21
853, 24
854, 17
855, 21
856, 18
857, 25
858, 17
859, 24
860, 22
861, 10
862, 17
863, 16
864, 24
865, 24
866, 10
867, 16
868, 19
869, 11
870, 12
871, 17
872, 22
873, 16
874, 15
875, 13
876, 17
877, 21
878, 13
879, 19
880, 18
881, 18
882, 14
883, 24
884, 21
885, 15
886, 23
887, 21
888, 27
889, 17
890, 12
891, 29
892, 18
893, 17
894, 13
895, 15
896, 11
897, 12
898, 21
899, 18
900, 14
901, 16
902, 23
903, 12
904, 14
905, 19
906, 19
907, 16
908, 17
909, 21
910, 17
911, 11
912, 17
913, 18
914, 12
915, 7
916, 15
917, 12
918, 22
919, 19
920, 15
921, 13
922, 12
923, 14
924, 22
925, 12
926, 7
927, 17
928, 14
929, 13
930, 13
931, 23
932, 11
933, 25
934, 14
935, 12
936, 10
937, 15
938, 9
939, 13
940, 11
941, 13
942, 17
943, 15
944, 12
945, 14
946, 11
947, 18
948, 13
949, 9
950, 13
951, 14
952, 17
953, 15
954, 11
955, 13
956, 13
957, 17
958, 14
959, 23
960, 13
961, 23
962, 16
963, 16
964, 19
965, 10
966, 11
967, 11
968, 13
969, 15
970, 13
971, 11
972, 11
973, 13
974, 12
975, 12
976, 14
977, 13
978, 18
979, 20
980, 11
981, 8
982, 11
983, 8
984, 7
985, 17
986, 15
987, 14
988, 13
989, 17
990, 15
991, 13
992, 17
993, 11
994, 15
995, 18
996, 8
997, 7
998, 18
999, 16
1000, 15
1001, 11
1002, 16
1003, 14
1004, 6
1005, 17
1006, 23
1007, 18
1008, 12
1009, 14
1010, 13
1011, 11
1012, 9
1013, 11
1014, 15
1015, 8
1016, 23
1017, 16
1018, 18
1019, 11
1020, 13
1021, 12
1022, 7
1023, 13
1024, 7
1025, 12
1026, 10
1027, 15
1028, 17
1029, 8
1030, 9
1031, 14
1032, 11
1033, 16
1034, 15
1035, 9
1036, 9
1037, 11
1038, 14
1039, 9
1040, 17
1041, 9
1042, 13
1043, 10
1044, 8
1045, 11
1046, 13
1047, 8
1048, 10
1049, 11
1050, 11
1051, 9
1052, 11
1053, 10
1054, 11
1055, 6
1056, 10
1057, 10
1058, 12
1059, 9
1060, 8
1061, 13
1062, 8
1063, 12
1064, 10
1065, 6
1066, 18
1067, 13
1068, 10
1069, 14
1070, 7
1071, 8
1072, 13
1073, 9
1074, 9
1075, 14
1076, 11
1077, 8
1078, 12
1079, 8
1080, 12
1081, 9
1082, 16
1083, 5
1084, 12
1085, 12
1086, 7
1087, 12
1088, 8
1089, 13
1090, 12
1091, 8
1092, 11
1093, 10
1094, 16
1095, 9
1096, 3
1097, 5
1098, 8
1099, 13
1100, 15
1101, 9
1102, 11
1103, 12
1104, 9
1105, 10
1106, 8
1107, 7
1108, 11
1109, 4
1110, 7
1111, 6
1112, 9
1113, 12
1114, 6
1115, 10
1116, 9
1117, 6
1118, 3
1119, 8
1120, 15
1121, 7
1122, 11
1123, 15
1124, 9
1125, 8
1126, 9
1127, 9
1128, 11
1129, 11
1130, 5
1131, 7
1132, 4
1133, 8
1134, 12
1135, 6
1136, 17
1137, 8
1138, 8
1139, 9
1140, 14
1141, 3
1142, 7
1143, 13
1144, 6
1145, 15
1146, 16
1147, 8
1148, 10
1149, 7
1150, 10
1151, 4
1152, 6
1153, 10
1154, 9
1155, 10
1156, 9
1157, 12
1158, 4
1159, 7
1160, 6
1161, 8
1162, 12
1163, 11
1164, 11
1165, 10
1166, 9
1167, 3
1168, 4
1169, 13
1170, 6
1171, 7
1172, 9
1173, 5
1174, 13
1175, 13
1176, 8
1177, 6
1178, 4
1179, 5
1180, 5
1181, 7
1182, 5
1183, 8
1184, 8
1185, 11
1186, 8
1187, 10
1188, 12
1189, 8
1190, 12
1191, 5
1192, 8
1193, 7
1194, 11
1195, 4
1196, 13
1197, 9
1198, 10
1199, 3
1200, 7
1201, 7
1202, 11
1203, 8
1204, 7
1205, 7
1206, 9
1207, 11
1208, 6
1209, 7
1210, 6
1211, 8
1212, 9
1213, 8
1214, 15
1215, 7
1216, 6
1217, 8
1218, 12
1219, 3
1220, 6
1221, 6
1222, 9
1223, 8
1224, 8
1225, 13
1226, 11
1227, 7
1228, 3
1229, 5
1230, 8
1231, 5
1232, 8
1233, 7
1234, 10
1235, 9
1236, 5
1237, 9
1238, 8
1239, 7
1240, 3
1241, 8
1242, 8
1243, 6
1244, 7
1245, 3
1246, 7
1247, 4
1248, 11
1249, 2
1250, 8
1251, 7
1252, 2
1253, 12
1254, 6
1255, 2
1256, 6
1257, 5
1258, 6
1259, 7
1260, 6
1261, 7
1262, 8
1263, 10
1264, 11
1265, 6
1266, 4
1267, 5
1268, 5
1269, 3
1270, 4
1271, 11
1272, 3
1273, 4
1274, 12
1275, 6
1276, 5
1277, 7
1278, 7
1279, 6
1280, 4
1281, 5
1282, 10
1283, 4
1284, 2
1285, 6
1286, 3
1287, 8
1288, 3
1289, 5
1290, 7
1291, 11
1292, 7
1293, 5
1294, 6
1295, 9
1296, 2
1297, 7
1298, 5
1299, 9
1300, 8
1301, 5
1302, 5
1303, 2
1304, 9
1305, 7
1306, 7
1307, 7
1308, 8
1309, 8
1310, 5
1311, 6
1312, 7
1313, 5
1314, 5
1315, 4
1316, 6
1317, 2
1318, 7
1319, 4
1320, 2
1321, 6
1322, 4
1323, 11
1324, 3
1325, 6
1326, 7
1327, 6
1328, 6
1329, 7
1330, 7
1331, 2
1332, 2
1333, 4
1334, 3
1335, 9
1336, 1
1337, 6
1338, 3
1339, 9
1340, 8
1341, 5
1342, 7
1343, 5
1344, 7
1345, 4
1346, 4
1347, 9
1348, 10
1349, 7
1350, 6
1351, 7
1352, 9
1353, 4
1354, 6
1355, 6
1356, 7
1357, 6
1358, 4
1359, 3
1360, 6
1361, 3
1362, 3
1363, 8
1364, 9
1365, 3
1366, 3
1367, 6
1368, 4
1369, 5
1370, 3
1371, 9
1372, 3
1373, 4
1374, 2
1375, 4
1376, 3
1377, 2
1378, 6
1379, 1
1380, 6
1381, 4
1382, 5
1383, 9
1384, 8
1385, 6
1386, 2
1387, 3
1388, 8
1389, 2
1390, 6
1391, 5
1392, 7
1393, 4
1394, 3
1395, 5
1396, 5
1397, 4
1398, 4
1399, 4
1400, 5
1401, 5
1402, 4
1403, 3
1404, 5
1405, 2
1406, 3
1407, 3
1408, 4
1409, 5
1410, 3
1411, 4
1413, 7
1414, 2
1415, 7
1416, 5
1417, 5
1418, 1
1419, 9
1420, 3
1422, 6
1423, 4
1424, 4
1425, 3
1426, 4
1427, 2
1428, 3
1429, 5
1430, 4
1431, 2
1432, 4
1433, 5
1434, 2
1435, 4
1436, 5
1437, 5
1438, 7
1439, 4
1440, 4
1441, 3
1442, 6
1443, 3
1444, 9
1445, 2
1446, 5
1447, 8
1448, 2
1449, 2
1450, 6
1451, 2
1452, 6
1453, 5
1454, 4
1455, 4
1456, 5
1457, 3
1458, 8
1459, 4
1460, 6
1461, 2
1462, 6
1463, 7
1464, 3
1465, 5
1466, 5
1467, 4
1468, 6
1469, 9
1470, 4
1471, 3
1472, 6
1473, 4
1474, 5
1475, 1
1476, 3
1477, 3
1478, 6
1479, 4
1480, 9
1481, 7
1482, 2
1483, 1
1484, 3
1485, 3
1486, 6
1487, 5
1488, 7
1489, 2
1490, 4
1491, 7
1492, 4
1493, 4
1494, 2
1495, 4
1496, 4
1497, 3
1498, 6
1499, 2
1500, 2
1501, 4
1502, 2
1503, 5
1504, 5
1505, 4
1506, 5
1507, 1
1508, 1
1509, 6
1510, 2
1511, 6
1512, 5
1513, 2
1514, 2
1515, 6
1516, 2
1517, 1
1518, 3
1519, 4
1520, 3
1521, 4
1523, 5
1524, 3
1525, 4
1526, 6
1527, 5
1528, 5
1529, 4
1530, 8
1531, 5
1532, 6
1533, 3
1534, 5
1535, 4
1536, 5
1537, 1
1538, 4
1539, 8
1540, 2
1541, 2
1542, 6
1543, 3
1544, 3
1545, 2
1546, 2
1547, 3
1548, 4
1549, 3
1550, 2
1551, 4
1552, 7
1553, 4
1554, 4
1555, 3
1556, 4
1557, 7
1558, 6
1559, 2
1560, 3
1561, 3
1562, 3
1563, 4
1564, 5
1565, 4
1566, 5
1567, 3
1568, 3
1569, 4
1570, 1
1571, 2
1572, 1
1573, 2
1574, 1
1575, 4
1577, 2
1578, 1
1579, 2
1580, 9
1581, 2
1582, 4
1583, 5
1584, 5
1585, 5
1586, 7
1587, 1
1588, 1
1589, 2
1590, 2
1591, 3
1592, 5
1593, 4
1594, 4
1595, 3
1596, 3
1597, 2
1598, 5
1599, 5
1600, 2
1601, 1
1602, 5
1603, 1
1604, 3
1605, 2
1606, 4
1607, 3
1608, 4
1609, 3
1610, 4
1611, 4
1612, 4
1613, 2
1614, 5
1615, 3
1616, 4
1617, 1
1618, 2
1619, 3
1620, 4
1621, 3
1622, 4
1623, 2
1624, 4
1625, 1
1626, 1
1627, 2
1628, 5
1629, 1
1630, 4
1631, 1
1632, 4
1633, 4
1634, 3
1635, 3
1636, 4
1637, 5
1638, 6
1639, 1
1640, 5
1641, 5
1642, 3
1643, 1
1644, 5
1645, 6
1646, 2
1647, 4
1649, 2
1650, 4
1651, 4
1652, 2
1653, 4
1654, 2
1655, 8
1656, 4
1657, 2
1658, 1
1659, 6
1660, 7
1661, 5
1663, 2
1664, 3
1665, 2
1666, 1
1667, 2
1669, 3
1670, 3
1671, 4
1672, 5
1673, 3
1674, 3
1675, 8
1678, 2
1679, 3
1680, 1
1681, 4
1682, 3
1683, 3
1684, 2
1685, 1
1686, 3
1687, 3
1688, 3
1689, 4
1690, 4
1691, 4
1692, 1
1693, 2
1694, 3
1695, 3
1696, 4
1697, 3
1698, 1
1699, 2
1700, 5
1701, 3
1702, 4
1703, 2
1704, 3
1705, 2
1706, 4
1707, 3
1708, 4
1709, 2
1710, 1
1711, 5
1712, 2
1713, 3
1714, 4
1715, 1
1716, 1
1717, 3
1718, 2
1719, 4
1720, 6
1721, 6
1722, 4
1723, 1
1724, 1
1725, 2
1726, 4
1727, 3
1728, 2
1729, 3
1730, 2
1731, 3
1732, 5
1733, 4
1734, 2
1735, 2
1736, 1
1737, 1
1738, 5
1739, 1
1740, 4
1741, 6
1742, 2
1743, 2
1745, 1
1746, 1
1747, 2
1748, 1
1749, 4
1750, 2
1751, 3
1753, 4
1754, 3
1755, 1
1756, 2
1757, 2
1758, 1
1759, 2
1760, 3
1761, 3
1764, 2
1765, 4
1766, 2
1768, 3
1769, 3
1770, 4
1771, 2
1772, 2
1773, 6
1774, 1
1775, 4
1776, 4
1777, 3
1778, 3
1779, 4
1780, 3
1781, 2
1782, 5
1783, 1
1784, 2
1785, 2
1786, 2
1787, 4
1788, 3
1789, 4
1790, 3
1791, 3
1792, 5
1794, 2
1795, 1
1796, 2
1798, 2
1799, 3
1800, 4
1801, 2
1802, 4
1803, 2
1808, 3
1809, 4
1810, 2
1811, 1
1812, 3
1813, 2
1814, 2
1815, 1
1816, 4
1817, 2
1818, 1
1819, 3
1820, 1
1821, 2
1822, 1
1823, 2
1824, 3
1825, 3
1826, 2
1827, 1
1829, 5
1830, 2
1831, 2
1832, 3
1833, 3
1834, 3
1835, 3
1836, 1
1837, 2
1838, 2
1839, 3
1840, 2
1841, 1
1842, 4
1843, 1
1844, 5
1845, 1
1847, 3
1848, 2
1849, 2
1850, 1
1851, 1
1852, 4
1853, 2
1854, 4
1855, 1
1856, 2
1857, 6
1858, 6
1859, 2
1860, 1
1861, 1
1862, 2
1863, 5
1864, 1
1865, 2
1869, 4
1870, 2
1871, 4
1872, 1
1873, 2
1874, 2
1875, 1
1876, 5
1877, 6
1878, 1
1879, 2
1880, 2
1881, 1
1882, 1
1884, 4
1886, 2
1887, 2
1888, 1
1889, 3
1890, 2
1891, 1
1892, 3
1893, 2
1894, 4
1895, 4
1896, 2
1897, 2
1898, 1
1899, 3
1900, 3
1901, 2
1902, 2
1904, 5
1905, 2
1907, 2
1908, 1
1910, 4
1911, 2
1912, 2
1913, 3
1914, 1
1915, 4
1917, 1
1918, 1
1919, 2
1920, 2
1921, 3
1922, 2
1923, 2
1924, 2
1925, 2
1926, 5
1927, 3
1928, 1
1929, 2
1930, 1
1931, 4
1932, 4
1933, 4
1934, 2
1935, 1
1936, 2
1937, 2
1938, 3
1939, 1
1940, 2
1941, 1
1942, 2
1943, 3
1944, 2
1945, 4
1946, 1
1947, 2
1948, 2
1949, 1
1950, 5
1951, 2
1952, 2
1953, 4
1954, 3
1956, 5
1957, 3
1958, 2
1959, 5
1960, 1
1961, 2
1962, 2
1963, 4
1964, 4
1966, 1
1967, 5
1968, 2
1970, 1
1971, 2
1972, 2
1973, 1
1974, 1
1975, 1
1976, 2
1977, 2
1978, 3
1979, 3
1980, 4
1983, 1
1987, 3
1988, 3
1990, 1
1991, 3
1994, 1
1995, 1
1996, 2
1998, 1
2000, 2
2001, 2
2003, 2
2004, 3
2005, 3
2006, 2
2007, 4
2008, 3
2009, 1
2012, 1
2013, 3
2014, 2
2015, 1
2016, 2
2018, 2
2019, 3
2020, 1
2021, 3
2022, 4
2023, 3
2024, 3
2025, 1
2027, 2
2028, 2
2031, 1
2034, 2
2035, 2
2036, 1
2037, 1
2038, 4
2039, 1
2040, 1
2041, 3
2042, 2
2043, 5
2044, 1
2046, 2
2047, 1
2048, 2
2049, 1
2050, 1
2051, 1
2052, 3
2053, 4
2055, 2
2057, 1
2058, 2
2059, 2
2060, 3
2061, 2
2063, 3
2064, 2
2065, 3
2069, 2
2070, 2
2071, 3
2072, 1
2073, 2
2074, 1
2075, 2
2076, 1
2077, 3
2078, 1
2079, 1
2080, 1
2082, 1
2083, 1
2084, 2
2085, 2
2086, 5
2087, 1
2088, 1
2089, 3
2090, 2
2091, 1
2092, 1
2094, 1
2095, 2
2096, 2
2098, 1
2099, 1
2100, 4
2101, 1
2103, 2
2104, 1
2105, 1
2107, 5
2108, 4
2109, 3
2110, 1
2111, 1
2112, 1
2113, 1
2114, 3
2116, 1
2117, 1
2118, 1
2120, 3
2122, 2
2123, 3
2125, 2
2126, 2
2128, 1
2129, 2
2131, 2
2132, 2
2133, 1
2135, 1
2136, 3
2137, 1
2138, 2
2140, 2
2143, 1
2144, 1
2145, 1
2146, 3
2147, 1
2148, 1
2149, 5
2150, 1
2151, 2
2152, 1
2153, 1
2155, 1
2156, 1
2157, 2
2158, 1
2159, 1
2162, 3
2163, 2
2164, 2
2165, 1
2166, 3
2167, 3
2168, 2
2169, 2
2170, 3
2171, 1
2172, 1
2173, 2
2174, 1
2175, 2
2178, 3
2179, 2
2181, 3
2182, 3
2183, 2
2184, 2
2186, 1
2187, 2
2189, 1
2190, 1
2192, 1
2194, 2
2195, 4
2196, 4
2197, 1
2200, 1
2201, 2
2203, 1
2204, 1
2205, 3
2206, 1
2207, 2
2208, 2
2209, 1
2210, 1
2213, 4
2216, 1
2217, 1
2218, 3
2219, 2
2220, 1
2221, 1
2222, 1
2223, 3
2224, 1
2225, 2
2227, 2
2228, 3
2229, 3
2230, 2
2231, 3
2232, 2
2234, 2
2235, 2
2236, 1
2237, 3
2239, 1
2240, 2
2242, 2
2243, 3
2246, 1
2247, 2
2248, 1
2249, 1
2250, 1
2251, 1
2252, 2
2253, 2
2254, 4
2255, 2
2258, 2
2262, 1
2263, 1
2264, 3
2266, 1
2267, 3
2268, 2
2270, 2
2271, 1
2272, 3
2273, 3
2274, 2
2275, 1
2276, 2
2277, 1
2278, 2
2280, 2
2283, 2
2284, 1
2286, 1
2287, 1
2288, 4
2289, 3
2290, 3
2291, 1
2292, 3
2296, 2
2297, 1
2298, 1
2299, 1
2300, 2
2302, 1
2303, 2
2304, 1
2306, 1
2310, 3
2312, 1
2313, 1
2314, 1
2315, 3
2317, 3
2319, 2
2320, 2
2321, 2
2323, 1
2325, 1
2327, 3
2329, 2
2331, 2
2332, 1
2333, 1
2335, 1
2336, 1
2337, 3
2338, 3
2341, 2
2342, 2
2343, 1
2345, 1
2346, 3
2347, 1
2348, 2
2349, 2
2351, 2
2353, 4
2354, 2
2355, 2
2356, 3
2358, 1
2360, 3
2361, 1
2363, 4
2367, 1
2368, 1
2369, 1
2372, 1
2373, 1
2374, 1
2375, 1
2376, 2
2380, 2
2383, 3
2385, 2
2386, 1
2387, 3
2389, 2
2392, 2
2396, 1
2397, 1
2398, 1
2401, 1
2402, 1
2403, 1
2404, 1
2405, 1
2408, 2
2409, 1
2410, 1
2411, 1
2412, 1
2413, 1
2414, 1
2415, 1
2416, 1
2417, 1
2419, 3
2420, 2
2422, 1
2423, 1
2426, 2
2427, 2
2429, 2
2430, 1
2434, 1
2436, 2
2437, 1
2440, 2
2441, 2
2442, 1
2443, 2
2445, 1
2446, 1
2448, 1
2449, 5
2450, 1
2451, 2
2452, 1
2454, 2
2455, 1
2456, 2
2457, 1
2458, 1
2462, 4
2463, 1
2466, 3
2468, 3
2469, 2
2470, 2
2472, 3
2475, 1
2476, 2
2480, 1
2484, 1
2486, 1
2488, 1
2490, 2
2491, 1
2492, 1
2493, 2
2494, 1
2496, 3
2499, 2
2506, 2
2507, 3
2509, 1
2510, 4
2513, 2
2515, 1
2516, 1
2517, 3
2518, 1
2519, 1
2520, 1
2522, 1
2524, 1
2525, 2
2526, 1
2527, 2
2528, 2
2529, 1
2533, 1
2534, 1
2535, 1
2536, 1
2538, 1
2540, 1
2546, 1
2547, 2
2548, 1
2554, 1
2555, 2
2564, 3
2565, 3
2567, 1
2569, 3
2571, 1
2572, 1
2576, 1
2579, 2
2580, 1
2581, 1
2583, 1
2585, 2
2589, 2
2590, 1
2591, 1
2593, 1
2596, 1
2600, 1
2603, 1
2604, 3
2605, 2
2606, 1
2607, 1
2608, 1
2609, 1
2611, 1
2612, 2
2613, 2
2615, 2
2616, 1
2617, 1
2619, 2
2620, 2
2621, 2
2622, 1
2626, 1
2627, 1
2628, 1
2630, 1
2631, 1
2632, 1
2633, 2
2636, 2
2637, 1
2638, 1
2642, 1
2643, 1
2644, 2
2645, 1
2646, 1
2647, 2
2651, 1
2655, 1
2656, 2
2657, 1
2659, 1
2661, 1
2662, 2
2665, 4
2668, 1
2672, 1
2673, 2
2674, 1
2676, 1
2679, 1
2680, 1
2682, 1
2684, 1
2685, 1
2686, 1
2687, 1
2690, 1
2692, 1
2694, 1
2695, 1
2696, 1
2697, 1
2701, 1
2702, 1
2703, 1
2705, 3
2706, 2
2709, 1
2716, 2
2718, 1
2719, 2
2720, 1
2721, 2
2722, 1
2724, 1
2725, 1
2727, 2
2729, 1
2730, 1
2733, 1
2739, 2
2741, 1
2744, 2
2745, 1
2747, 1
2752, 1
2755, 1
2759, 1
2764, 2
2766, 1
2767, 1
2768, 1
2770, 1
2771, 1
2772, 1
2773, 1
2774, 1
2775, 2
2778, 2
2779, 1
2780, 1
2785, 2
2788, 1
2793, 1
2794, 1
2797, 1
2799, 1
2800, 2
2803, 1
2805, 1
2808, 1
2812, 1
2813, 1
2816, 1
2817, 1
